step,portfolio_value,price,position,balance,shares,reward,action
31195,100841.50845871736,221.52,매도,27544.815794717473,330.8806999999995,-0.0013780641120476906,-1.4235717
31196,100841.50845871735,221.52,매도,29895.497426717473,320.26909999999947,-0.001,-1.0611697
31197,100841.50845871735,221.52,매도,32774.88084271747,307.27079999999944,0.0,-1.2998346
31198,100794.08980271735,221.36,매도,35190.37922671747,296.36659999999944,-0.023511476932837977,-1.0904276
31199,100776.86335271735,221.3,매도,37239.97360271747,287.10749999999945,-0.008545367111166432,-0.92591494
31200,100771.13957080734,221.2797,매도,38379.181742717476,281.95969999999943,-0.002839829361417388,-0.5147806
31201,100776.82269181736,221.3,매도,38822.404981817475,279.95669999999944,0.0028198157896326894,-0.20030433
31202,100776.82269181736,221.3,매도,39043.70498181748,278.95669999999944,0.0,-0.026831616
31203,100776.82269181736,221.3,매수,38791.55576181748,280.09609999999947,0.0,0.11394105
31204,100796.86955081736,221.37,매수,37400.10988181748,286.38369999999946,0.009946165429971579,0.62876034
31205,100820.30436681735,221.45,매수,35949.80432681748,292.93519999999944,0.01162477371788753,0.65515614
31206,100779.05080481735,221.31,매수,35566.009331817484,294.6682999999994,-0.020458955296298282,0.17331392
31207,100737.12888281736,221.17,매수,34509.47539181748,299.4422999999994,-0.020798926793419534,0.4774069
31208,100709.04485981737,221.08,매수,31722.20258381748,312.0446999999994,-0.013939261179786704,1.2602459
31209,100692.84245981736,221.03,매수,29068.51301981748,324.04799999999943,-0.00804416327379644,1.2003328
31210,100742.84893481736,221.18,매수,27006.63466481748,333.37649999999945,0.02483119642786806,0.9328522
31211,100699.63998981737,221.05,매도,27227.81466481748,332.37649999999945,-0.02144516730311462,-0.034347292
31212,100806.39086981736,221.37,매수,26958.13366481748,333.5964999999995,0.053004598631527795,0.122002885
31213,100751.15201981737,221.19,매도,32871.81184481748,306.8824999999995,-0.02739848610954161,-2.6714058
31214,100759.87975181737,221.22,매도,36401.58398381748,290.9243999999995,0.004331331118815726,-1.5958132
31215,100880.88698431736,221.645,매도,37773.47981381748,284.72289999999947,0.06004732875726276,-0.62015325
31216,100824.65581681737,221.42,매도,45488.188670817486,249.91629999999947,-0.0278700798441315,-3.4806623
31217,100921.00387931737,221.865,매도,52884.45806681748,216.51249999999948,0.04778001061320643,-3.340383
31218,100914.41217531737,221.83,매도,59136.192223317485,188.33439999999948,-0.003265774093908287,-2.8178127
31219,100963.14465531736,222.15,매도,67132.14330531748,152.28899999999948,0.02414545105575661,-3.6045442
31220,100990.07713531738,222.35,매도,71047.89249531749,134.66239999999948,0.013337777904978934,-1.7626697
31221,101019.31928531737,222.6,매도,74982.10892531749,116.96859999999948,0.014477734263342111,-1.7693896
31222,100994.91926031737,222.35,매도,79293.53702531749,97.60009999999949,-0.012076910225003755,-1.9368502
31223,101009.13928431737,222.52,매도,82395.96434031749,83.64719999999949,0.007039969982718739,-1.3952988
31224,101014.02275731738,222.59,매도,85485.27625631749,69.76389999999948,0.0024173421507251514,-1.3883357
31225,101012.28972931737,222.56,매도,88155.53267331749,57.76759999999948,-0.001,-1.199634
31226,101011.43852975738,222.5422,매도,90369.42601731748,47.82019999999948,-0.001,-0.9947482
31227,101013.25003981737,222.59,매도,92577.60099681749,37.89769999999948,0.001,-0.9922556
31228,101020.46823981738,222.81,매도,93710.0721398175,32.809999999999484,0.0035728976135099666,-0.50877285
31229,101021.46388781739,222.85,매도,95474.4599678175,24.891199999999483,0.001,-0.7918801
31230,101016.56681281739,222.6,매도,96656.2112328175,19.58829999999948,-0.002423779468014286,-0.53029853
31231,101014.36175981739,222.43,매도,98129.2444728175,12.970899999999482,-0.0010914313708977066,-0.6617444
31232,101015.53136681739,222.615,매도,99608.1148138175,6.322199999999482,0.001,-0.66487354
31233,101015.63047681739,222.7,매도,100755.9622768175,1.1659999999994817,0.001,-0.51562434
31234,101015.63046581739,222.59,매도,101015.6082068175,9.999999948173688e-05,-0.001,-0.49312684
31235,101015.63046281738,222.56,매도,101015.6082068175,9.999999948173688e-05,-0.001,-0.3800658
31236,101015.63047781738,222.71,매도,101015.6082068175,9.999999948173688e-05,0.001,-0.4581879
31237,101015.63046181739,222.55,매도,101015.6082068175,9.999999948173688e-05,-0.001,-0.022857893
31238,101015.58185695739,222.5014,매수,100793.0582068175,1.0000999999994817,-0.001,0.011645857
31239,101016.58660813738,222.72,매수,99992.8986721375,4.596299999999482,0.001,0.35962176
31240,101017.64990513738,222.91,매수,99770.1786721375,5.596299999999482,0.001,0.09814502
31241,101017.50132785738,222.8588,매도,100370.7873761375,2.9018999999994817,-0.001,-0.26944995
31242,101017.65576213738,222.94,매도,100593.6461761375,1.9018999999994817,0.001,-0.062401306
31243,101017.56557213738,222.84,매도,100816.5861761375,0.9018999999994817,-0.001,-0.0024753995
31244,101017.98265880739,223.0593,매수,100593.7461761375,1.9018999999994817,0.001,0.06968862
31245,101018.20876513737,223.31,매도,100816.8054761375,0.9018999999994817,0.001,-0.029448982
31246,101018.20876913737,223.35,매도,101018.18643413749,9.999999948162586e-05,0.001,-0.1523126
31247,101018.10577913738,223.3,매수,100558.15243913748,2.0597999999994814,-0.001,0.2059764
31248,101018.59534713737,223.46,매수,100334.85243913748,3.0597999999994814,0.001,0.07368801
31249,101018.56595713737,223.36,매도,100952.92045313749,0.2938999999994816,-0.001,-0.27659455
31250,101018.75723313737,223.4,매수,99950.48077313749,4.781899999999482,0.001,0.44880068
31251,101018.47478289738,223.3136,매도,100288.4402931375,3.2690999999994816,-0.001,-0.15128407
31252,101017.76421885738,223.19,매수,99734.6672278575,5.748899999999482,-0.001,0.24798693
31253,101016.51003436738,222.9259,매도,99957.8572278575,4.748899999999482,-0.001,-0.029673334
31254,101014.30768164739,222.71,매수,98742.4875136475,10.200799999999482,-0.0010900954305604884,0.54519266
31255,101017.4081496474,222.85,매수,96082.1274796475,22.14619999999948,0.0015346677471549347,1.1945425
31256,101024.86656764739,223.07,매수,93462.36973464751,33.90189999999948,0.003691649853531083,1.1755717
31257,101015.68648286739,222.8297,매수,92503.0125856475,38.20259999999948,-0.004543477804970433,0.43007007
31258,101020.35196329739,222.94,매수,91590.4135492975,42.29809999999948,0.002309285118206072,0.409557
31259,101016.42446729739,222.86,매수,90075.4024852975,49.09369999999948,-0.0019439132430615655,0.6795681
31260,101026.34966179737,223.045,매수,89060.0523252975,53.64969999999948,0.004912663733806091,0.4556018
31261,101033.38757779739,223.165,매수,87944.9165432975,58.64929999999948,0.0034832081053983873,0.49996296
31262,101034.36178729738,223.18,매수,86539.4233732975,64.94729999999947,0.001,0.6298034
31263,101046.13603879738,223.345,매수,85108.4378492975,71.35909999999947,0.005826854988596269,0.641187
31264,101043.90551479738,223.315,매수,84440.2566127975,74.35079999999947,-0.001103715632996728,0.29917988
31265,101038.13222479739,223.24,매수,83853.7420967975,76.97719999999947,-0.0028568224726586255,0.262643
31266,101034.54768459739,223.197,매수,82428.53328879751,83.36139999999946,-0.0017738551381881042,0.63842934
31267,101068.4870291974,223.57,매수,80725.80801519752,90.99019999999946,0.01679591059582539,0.7628892
31268,101079.7887484374,223.6904,매수,80082.39591219752,93.86809999999946,0.005591119236174633,0.28779995
31269,101062.1412627574,223.51,매수,79197.45432075752,97.82419999999946,-0.008729482866209151,0.39561054
31270,101074.49838275739,223.63,매수,78045.97550275752,102.97599999999946,0.00611362466972574,0.5151886
31271,101116.5962761774,224.0274,매수,77384.63450375752,105.93329999999946,0.02082518048251419,0.29573137
31272,101121.1936809574,224.07,매수,76939.49205995753,107.92029999999946,0.0022733185991746204,0.19870424
31273,101118.0077949574,224.04,매도,77325.81114695752,106.19619999999946,-0.0015752810484237654,-0.17241943
31274,101101.4247699574,223.89,매수,76349.60165495753,110.55349999999946,-0.008199837675612748,0.43573225
31275,101120.78689215741,224.0602,매수,75631.47447995753,113.76099999999946,0.00957559314523179,0.32075688
31276,101125.4542978574,224.1,매수,74844.91114785752,117.27149999999945,0.0023078369163447004,0.35105082
31277,101129.68336185739,224.135,매수,74047.36165785752,120.83039999999944,0.0020909987645287885,0.35589287
31278,101103.0281045474,223.9209,매수,73225.07758335752,124.49909999999944,-0.013178750503259335,0.36687997
31279,101101.77781819738,223.9112,매수,72240.63173859751,128.89549999999946,-0.001,0.4396437
31280,101084.05108855739,223.775,매수,71959.24253355751,130.15219999999945,-0.008766774443804281,0.12567501
31281,101084.7193320574,223.78,매수,71176.81324605751,133.64869999999945,0.001,0.3496545
31282,101093.6413945574,223.845,매수,70368.11708205752,137.26249999999945,0.004413160841201516,0.3613814
31283,101123.0483245574,224.055,매수,69747.95450955752,140.03299999999945,0.014544401405636061,0.27705264
31284,101133.68922705739,224.13,매수,69334.41619605751,141.87869999999944,0.005261363594299567,0.18457544
31285,101165.53288709739,224.3503,매수,68736.41494305752,144.54679999999945,0.015743349364280075,0.266813
31286,101147.57264822739,224.225,매도,69007.63202072751,143.33789999999945,-0.008876659054445166,-0.12089482
31287,101126.3626137274,224.08,매수,68348.81412572751,146.27609999999945,-0.010484697726636114,0.29382196
31288,101139.96138872739,224.17,매수,67268.43481372751,151.09749999999946,0.006723654766430473,0.4821423
31289,101168.46312872738,224.35,매수,65644.2110787275,158.34299999999945,0.01409024662885085,0.72455263
31290,101168.46312872737,224.35,매수,64780.3962737275,162.19329999999945,-0.001,0.38503075
31291,101150.17339572738,224.24,매수,63865.7213237275,166.27029999999945,-0.009039246240555852,0.4077026
31292,101139.94537572737,224.18,매수,62924.6533157275,170.46699999999944,-0.005055858856511658,0.4196771
31293,101168.34801572736,224.34,매수,61344.296405727495,177.51649999999944,0.014041257336293786,0.7049538
31294,101170.16717472736,224.35,매수,60357.335009727496,181.91589999999945,0.001,0.43994516
31295,101153.45781072737,224.26,매수,59517.435914727495,185.65959999999944,-0.00825804902107984,0.37437323
31296,101168.68646672738,224.34,매수,58463.7278787275,190.35819999999944,0.007527501446614704,0.46986213
31297,101134.87439522738,224.167,매수,57322.4429967275,195.44549999999944,-0.016710739597828535,0.50873935
31298,101134.29255691738,224.1641,매수,56159.3749339275,200.63389999999944,-0.001,0.5188431
31299,101114.55174136738,224.07,매수,54107.9147563675,209.78549999999944,-0.009759704176944549,0.91516787
31300,101133.23030436737,224.155,매수,51875.6621953675,219.74779999999944,0.009236337736911692,0.9962313
31301,101152.38273386739,224.24,매수,50626.0204858675,225.32269999999946,0.009468910190237231,0.5574966
31302,101175.55770386738,224.34,매수,49184.8300058675,231.74969999999945,0.011455474094449292,0.6427062
31303,101177.95501386738,224.35,매수,47394.3051638675,239.73099999999945,0.0011847278406001082,0.7981345
31304,101136.40055386738,224.18,매수,46338.2897138675,244.43799999999945,-0.02053533301513356,0.47070506
31305,101115.82122586737,224.1,매수,43467.9786658675,257.24159999999944,-0.010174046083954757,1.2803661
31306,101097.37889286737,224.03,매수,42074.0094358675,263.46189999999945,-0.009119410185476073,0.6220305
31307,101141.71035036737,224.195,매수,40906.0066278675,268.67549999999943,0.021925127033696236,0.5213665
31308,101132.00284136736,224.16,매수,38959.5680573675,277.3573999999994,-0.004798964228697729,0.8681928
31309,101139.06270636737,224.185,매수,37830.4293053675,282.3945999999994,0.0034904208369586757,0.50372916
31310,101118.91970236736,224.115,매수,36628.2148243675,287.7571999999994,-0.009958073300764415,0.5362648
31311,101111.61025236736,224.09,매수,35592.624232367496,292.37799999999936,-0.0036142840635141425,0.4620879
31312,101105.64363836736,224.07,매수,34258.6836893675,298.33069999999935,-0.002950508841226166,0.5952747
31313,101099.54087836736,224.05,매수,32733.3719783675,305.13799999999935,-0.0030180115473190275,0.68073684
31314,101083.80129336736,224.0,매수,30570.4604933675,314.79169999999937,-0.007784202016772386,0.9653747
31315,101051.55936336736,223.9,매수,28861.8780933675,322.41929999999934,-0.01594811907915425,0.7627684
31316,101015.76844386735,223.795,매수,24731.684353367502,340.86589999999933,-0.017709236614207525,1.8446666
31317,100964.53781236736,223.65,매수,21945.7051573675,353.31469999999933,-0.025357739830715504,1.2448899
31318,100934.99798036735,223.57,매수,18382.244977367503,369.24789999999933,-0.014628815542594941,1.5933279
31319,100954.27036536735,223.62,매수,14760.455691367504,385.4476999999993,0.009546928907529418,1.6199846
31320,100973.70502036734,223.67,매수,14034.719343367504,388.69309999999933,0.009625474449794613,0.3245401
31321,100977.63882036734,223.68,매수,12986.400420367503,393.3799999999993,0.001947932879755872,0.46869788
31322,101022.19139436734,223.79,매수,10382.004708367504,405.0233999999993,0.022060613874749696,1.1643488
31323,101075.41580748734,223.9196,매수,9115.621856367503,410.6821999999993,0.026342931382384492,0.56588674
31324,101179.47107996733,224.17,매수,8024.237725967503,415.5561999999993,0.05147407589110538,0.4874011
31325,101146.11707196735,224.09,매수,7717.371412967503,416.9250999999993,-0.016482596540566444,0.1368976
31326,101141.91201496735,224.08,매수,6914.994758967503,420.5056999999993,-0.0020787041172362743,0.3580618
31327,101160.89168296735,224.125,매수,6631.600782967503,421.7703999999993,0.009382691913709948,0.12647688
31328,101196.70033584736,224.2097,매수,6407.475782967503,422.7703999999993,0.017698861825095065,0.032288514
31329,101277.62059625734,224.4,매수,5857.197916257503,425.2246999999993,0.03998166943261483,0.24543467
31330,101320.04306625735,224.5,매도,6081.597916257502,424.2246999999993,0.020943654555788744,-0.034428183
31331,101393.75208625736,224.675,매도,6761.900266257502,421.1943999999993,0.03637435287695642,-0.30303898
31332,101229.44310675735,224.28,매도,7935.220518757502,415.9720999999993,-0.08102519934375836,-0.5222377
31333,101313.34328675733,224.48,매수,7143.781254757502,419.50089999999926,0.04144060138289044,0.352882
31334,101321.75330475734,224.5,매수,6919.301254757503,420.50089999999926,0.00415049870391004,0.07346339
31335,101307.00077325734,224.465,매수,6694.801254757503,421.50089999999926,-0.007280041560089214,0.0748624
31336,101285.84628325733,224.415,매수,6338.148816257502,423.0897999999993,-0.01044078387403985,0.15889898
31337,101283.75984975733,224.41,매도,7640.451502757503,417.2866999999993,-0.0010299728819752089,-0.5803104
31338,101258.63630775736,224.35,매수,7317.525512757503,418.72569999999934,-0.01240255201684847,0.1439087
31339,101153.21808275735,224.1,매수,6656.321192757503,421.67289999999934,-0.05205394267784534,0.29472214
31340,101166.02598875735,224.13,매수,5478.160262757503,426.93019999999933,0.006330943415721673,0.5257354
31341,101119.17366675736,224.02,매도,5702.290262757503,425.93019999999933,-0.023156154223750114,-0.007867377
31342,101078.30969507736,223.9248,매수,4960.067198757503,429.2433999999993,-0.020205847317673057,0.33132133
31343,101074.96039373735,223.9171,매수,3676.798954917503,434.9741999999993,-0.001656785392493512,0.5730861
31344,101089.63429710736,223.95,매수,1204.5078621075031,446.01529999999934,0.007258921157550788,1.1041187
31345,101010.64039960735,223.775,매수,0.015182107503051157,451.39369999999934,-0.03907121538685384,1.1520284
31346,101109.94701360735,223.995,매수,0.015182107503051157,451.39369999999934,0.04915651143638677,0.47815415
31347,101049.00886410735,223.86,매수,0.015182107503051157,451.39369999999934,-0.03013459669393206,0.82328993
31348,100922.61862810736,223.58,매수,0.015182107503051157,451.39369999999934,-0.06253907753314238,0.5853811
31349,100897.79197460736,223.525,매수,0.015182107503051157,451.39369999999934,-0.012299846078848138,1.5042329
31350,100845.88169910735,223.41,매수,0.015182107503051157,451.39369999999934,-0.02572418805412011,1.3521181
31351,100841.36776210736,223.4,매수,0.015182107503051157,451.39369999999934,-0.002238037351621485,1.5515286
31352,100879.73622660736,223.485,매수,0.015182107503051157,451.39369999999934,0.019024169024817884,1.8080317
31353,100863.93744710734,223.45,매수,0.015182107503051157,451.39369999999934,-0.007830501987303801,1.4296728
31354,100850.39563610735,223.42,매수,0.015182107503051157,451.39369999999934,-0.006712910155371192,0.8420934
31355,100737.54721110735,223.17,매수,0.015182107503051157,451.39369999999934,-0.055948429497088045,1.9359155
31356,100827.82595110736,223.37,매수,0.015182107503051157,451.39369999999934,0.044808883330670714,0.6546993
31357,100845.88169910735,223.41,매수,0.015182107503051157,451.39369999999934,0.008953752513098075,0.45382518
31358,100904.56288010735,223.54,매수,0.015182107503051157,451.39369999999934,0.02909448557110095,1.021288
31359,100945.18831310736,223.63,매수,0.015182107503051157,451.39369999999934,0.020130622362577705,1.0003649
31360,100978.90742249734,223.7047,매수,0.015182107503051157,451.39369999999934,0.016701692251739984,0.2163547
31361,101030.95311610735,223.82,매수,0.015182107503051157,451.39369999999934,0.025770576716704328,0.3996791
31362,100979.18132360736,223.705,매도,269.53922610750305,450.1894999999993,-0.025621748040173066,-0.12042005
31363,100970.15753360736,223.685,매수,45.83422610750304,451.1894999999993,-0.004468143770688768,0.024919175
31364,100985.95633760736,223.72,매수,0.0011696075030442898,451.39439999999934,0.007823501708783077,0.17622499
31365,101008.47605760736,223.77,매도,223.72116960750304,450.39439999999934,0.011149926592124677,-0.032197636
31366,101026.30992160736,223.81,매도,1241.382375607503,445.84659999999934,0.008827904694764986,-0.45478782
31367,101017.72142160735,223.79,매도,4916.700671607503,429.42499999999933,-0.004250625409696211,-1.6421661
31368,100985.48252560735,223.71,매도,10833.439723607502,402.9861999999993,-0.015957049687075748,-2.6438816
31369,101072.29765860733,223.94,매도,16544.5546846075,377.4570999999993,0.04298396701623313,-2.5529127
31370,100972.80950760734,223.663,매도,20641.3354386075,359.1629999999993,-0.04921632994633189,-1.8294162
31371,100995.91155860735,223.7288,매도,22445.8485226075,351.0949999999993,0.011439738634918553,-0.8068046
31372,101022.82707204732,223.8064,매도,23395.7115158875,346.84939999999926,0.013325050996919888,-0.42456785
31373,101037.80802332734,223.85,매도,24122.9927933275,343.5997999999993,0.007414636728255914,-0.3249646
31374,101080.63299832733,223.975,매도,24346.842793327498,342.5997999999993,0.021192549520724253,-0.0042447783
31375,101061.60751932733,223.92,매수,23603.693743327498,345.91779999999926,-0.009411040688832239,0.3318036
31376,101075.56472332732,223.96,매수,22929.1795273275,348.93009999999924,0.006905294870419492,0.30123183
31377,101082.59302932733,223.98,매수,22372.594135327497,351.41529999999926,0.0034767582151264322,0.24852653
31378,101079.03553232734,223.97,매수,21401.7752233275,355.7496999999993,-0.0017596981306934355,0.43344378
31379,101075.43222932734,223.96,매수,20375.8582413275,360.3302999999993,-0.0017824185702898867,0.45806608
31380,101028.10021732734,223.83,매수,19533.2983253275,364.09239999999926,-0.023414202124116868,0.37621692
31381,101024.41172832734,223.82,매수,18468.6509303275,368.8488999999993,-0.0018254767693705381,0.4756556
31382,101013.07036332734,223.79,매수,16410.267918327503,378.04549999999927,-0.0056131804214308014,0.91966075
31383,101078.09378232734,223.96,매수,15415.476610327503,382.49069999999926,0.03218564625653202,0.4445285
31384,101108.86298232734,224.04,매수,14939.718382327503,384.61499999999927,0.015220508642682236,0.21243799
31385,101112.75155932734,224.05,매수,13989.183874327502,388.8576999999993,0.0019229654479869136,0.42427745
31386,101126.51592882736,224.085,매수,13001.123374327502,393.2676999999993,0.006806445916932147,0.4410018
31387,101081.09058382735,223.97,매수,12612.268673827502,395.0029999999993,-0.02245966084304775,0.17353828
31388,101081.09058382735,223.97,매수,11507.648633827503,399.9349999999993,0.0,0.4932072
31389,101042.74666482735,223.875,매수,10682.274389827502,403.62019999999933,-0.018966910021708173,0.36852103
31390,101073.22226232734,223.95,매수,10073.088127327503,406.3412999999993,0.015080546850670002,0.27211118
31391,101089.62206632736,223.99,매수,9254.819617327503,409.9950999999993,0.008112833267277646,0.36538061
31392,101093.80223332734,224.0,매수,7458.0614333275025,418.0166999999993,0.002067554964861456,0.8021694
31393,101148.50365932734,224.13,매수,6839.037433327502,420.7801999999993,0.027054787134105016,0.27635103
31394,101140.03545532735,224.11,매수,6249.575533327502,423.4101999999993,-0.00418602534571894,0.26300415
31395,101144.29565732734,224.12,매수,5664.648433327502,426.0201999999993,0.0021060908179491786,0.26100454
31396,101169.99627332736,224.18,매수,5143.928025327502,428.3435999999993,0.01270492608257863,0.23234099
31397,101128.76758432735,224.085,매수,3878.969957327502,433.9861999999993,-0.020375946683157137,0.56426495
31398,101179.17030182734,224.2,매수,2915.785401827502,438.2844999999993,0.024920069088137993,0.4298317
31399,101154.91279982735,224.1448,매수,2655.040801827502,439.4474999999993,-0.011987399149266897,0.116304666
31400,101121.92231966734,224.07,매수,2296.028075667502,441.0491999999993,-0.016306909494989096,0.1601732
31401,101088.61256216734,223.995,매수,1605.690812667502,444.1300999999993,-0.016470097055067946,0.3080976
31402,101124.64061816734,224.075,매수,212.307515667502,450.3506999999993,0.017820036840370656,0.6220678
31403,101176.76554871735,224.1905,매수,0.018860667501996886,451.2980999999993,0.025772615967470342,0.13006341
31404,101135.92307066734,224.1,매수,0.018860667501996886,451.2980999999993,-0.02018372391551713,0.25106335
31405,101199.10480466735,224.24,매수,0.018860667501996886,451.2980999999993,0.031236049507287898,0.79427105
31406,101203.61778566735,224.25,매수,0.018860667501996886,451.2980999999993,0.002229753419609517,0.31968513
31407,101244.23461466735,224.34,매수,0.018860667501996886,451.2980999999993,0.02006688589237281,0.08434394
31408,101293.63170966733,224.45,매도,501.104684667502,449.06449999999927,0.024395016263386433,-0.22336182
31409,101277.87945216734,224.415,매수,276.654684667502,450.06449999999927,-0.007775541874705032,0.027022842
31410,101228.26235716733,224.305,매수,52.23968466750202,451.06449999999927,-0.024495524229179003,0.028384484
31411,101298.21343866734,224.46,매수,0.02148066750201849,451.29729999999927,0.0345511618352192,0.42989376
31412,101316.22533066734,224.5,매도,224.481480667502,450.29729999999927,0.008890527971108089,-0.038164284
31413,101406.08479066733,224.7,매도,448.981480667502,449.29729999999927,0.04434603623788622,-0.067211375
31414,101405.03167594734,224.6976,매도,2808.2191306675018,438.79779999999926,-0.001,-1.0499576
31415,101401.58505999733,224.6897,매도,3373.850399147502,436.2804999999993,-0.0016994304390214108,-0.25173795
31416,101363.04437859735,224.6,매도,4860.959178597502,429.6619999999993,-0.019003983703599563,-0.66185945
31417,101427.64367859735,224.75,매수,4636.359178597501,430.6619999999993,0.03186531166068732,0.050061114
31418,101410.59756659734,224.71,매도,5649.801878597501,426.1527999999993,-0.008403089819392046,-0.45092216
31419,101487.48507059732,224.89,매수,5425.091878597501,427.1527999999993,0.03790900844928515,0.0006882772
31420,101361.97410059735,224.59,매도,7400.2782595975,418.3698999999993,-0.06183568836722342,-0.8782957
31421,101353.62670259734,224.57,매도,7624.868259597501,417.3698999999993,-0.0041176181078163435,-0.0941315
31422,101324.51370259734,224.5,매도,7954.963702597501,415.8999999999993,-0.014362090902491352,-0.14699359
31423,101399.75163259734,224.68,매수,7486.095452597501,417.9884999999993,0.03712721001594816,0.20885068
31424,94850.96137759736,209.05,매수,7261.415452597501,418.9884999999993,-3.2291944258050447,0.00833112
31425,95028.62406559735,209.47,매수,6421.473457597501,423.0063999999993,0.0936536042543257,0.40179583
31426,94824.94043359735,208.99,매수,6141.9357425975,424.3408999999993,-0.10716962073416918,0.13345762
31427,94743.81854659735,208.8,매수,5595.134306597501,426.9572999999993,-0.042774552047732645,0.26164877
31428,94713.10076159735,208.73,매수,3117.0541465975007,438.8254999999993,-0.016210970526215895,1.1868296
31429,94708.62370659734,208.72,매수,1263.5317465975006,447.7054999999993,-0.002363482434853181,0.8880008
31430,94676.86056259736,208.65,매수,0.003482597500578777,453.7591999999993,-0.016768876347724646,1.8846294
31431,94549.80798659736,208.37,매수,0.003482597500578777,453.7591999999993,-0.06709800855510978,1.6223664
31432,94749.46203459735,208.81,매수,0.003482597500578777,453.7591999999993,0.10558141378155844,1.2306166
31433,94749.46203459735,208.81,매수,0.003482597500578777,453.7591999999993,0.0,1.1693665
31434,94649.63501059735,208.59,매수,0.003482597500578777,453.7591999999993,-0.052679467437792386,0.80698067
31435,94681.39815459735,208.66,매수,0.003482597500578777,453.7591999999993,0.016779327250675873,0.72010416
31436,94622.40945859735,208.53,매수,0.003482597500578777,453.7591999999993,-0.03115115384316708,0.39261782
31437,94713.16129859735,208.73,매수,0.003482597500578777,453.7591999999993,0.04795472896920165,0.95193976
31438,94595.18390659735,208.47,매수,0.003482597500578777,453.7591999999993,-0.062281413893502814,0.86744684
31439,94608.79668259736,208.5,매수,0.003482597500578777,453.7591999999993,0.0071952796314927615,0.4297602
31440,94599.72149859734,208.48,매수,0.003482597500578777,453.7591999999993,-0.0047961628930035015,0.28855333
31441,94477.20651459736,208.21,매수,0.003482597500578777,453.7591999999993,-0.0647544105094411,0.53543854
31442,94409.14263459736,208.06,매수,0.003482597500578777,453.7591999999993,-0.03602132329636842,0.35679966
31443,94608.79668259736,208.5,매수,0.003482597500578777,453.7591999999993,0.10573872531219825,0.5174557
31444,94581.57113059735,208.44,매수,0.003482597500578777,453.7591999999993,-0.014388488678987434,0.043184724
31445,94622.40945859735,208.53,매수,0.003482597500578777,453.7591999999993,0.021588945664482998,0.26345763
31446,94604.25909059736,208.49,매수,0.003482597500578777,453.7591999999993,-0.009590945793834177,0.55823904
31447,94554.34557859735,208.38,매수,0.003482597500578777,453.7591999999993,-0.026380161146980847,0.5752525
31448,94427.29300259735,208.1,매수,0.003482597500578777,453.7591999999993,-0.06718494809653708,0.46206754
31449,94309.31561059736,207.84,매수,0.003482597500578777,453.7591999999993,-0.06246996405834752,0.48349062
31450,94291.16524259736,207.8,매수,0.003482597500578777,453.7591999999993,-0.009622786403702215,0.69214016
31451,94245.78932259735,207.7,매수,0.003482597500578777,453.7591999999993,-0.02406159680138657,0.74077386
31452,94277.55246659736,207.77,매수,0.003482597500578777,453.7591999999993,0.016851227109620864,0.8721119
31453,94286.62765059735,207.79,매수,0.003482597500578777,453.7591999999993,0.004813014213113969,0.64937466
31454,94204.95099459736,207.61,매수,0.003482597500578777,453.7591999999993,-0.04331295860038035,0.5614463
31455,94318.39079459736,207.86,매수,0.003482597500578777,453.7591999999993,0.060209043581219604,0.44074434
31456,94359.22912259735,207.95,매수,0.003482597500578777,453.7591999999993,0.02164918615337673,0.5896253
31457,94227.63895459735,207.66,매수,0.003482597500578777,453.7591999999993,-0.06972829749860773,0.35779044
31458,94064.28564259736,207.3,매수,0.003482597500578777,453.7591999999993,-0.08668014704194285,0.7883454
31459,94064.28564259736,207.3,매수,0.003482597500578777,453.7591999999993,0.0,0.66792685
31460,94164.11266659736,207.52,매수,0.003482597500578777,453.7591999999993,0.05306319147486903,0.018131476
31461,94227.63895459735,207.66,매수,0.003482597500578777,453.7591999999993,0.03373168726440313,0.5621663
31462,94200.41340259735,207.6,매수,0.003482597500578777,453.7591999999993,-0.014446691173659716,0.70513654
31463,94200.41340259735,207.6,매수,0.003482597500578777,453.7591999999993,0.0,0.4123973
31464,94273.01487459734,207.76,매수,0.003482597500578777,453.7591999999993,0.0385356440473928,0.42801148
31465,94273.01487459734,207.76,매수,0.003482597500578777,453.7591999999993,0.0,0.41606623
31466,94354.69153059735,207.94,매수,0.003482597500578777,453.7591999999993,0.043319212877968014,0.71746963
31467,94332.00357059734,207.89,매수,0.003482597500578777,453.7591999999993,-0.012022698411691035,0.078487605
31468,94350.15393859736,207.93,매수,0.003482597500578777,453.7591999999993,0.009620472010028549,0.50278884
31469,94186.80062659735,207.57,매수,0.003482597500578777,453.7591999999993,-0.08656759166832739,0.20286271
31470,94077.89841859735,207.33,매수,0.003482597500578777,453.7591999999993,-0.057811820380087676,0.6344533
31471,94064.28564259736,207.3,매수,0.003482597500578777,453.7591999999993,-0.007234842736082795,0.37105963
31472,94023.44731459736,207.21,매수,0.003482597500578777,453.7591999999993,-0.021707669239718445,0.3084483
31473,94114.19915459736,207.41,매수,0.003482597500578777,453.7591999999993,0.048260217313850676,0.3188175
31474,94186.80062659735,207.57,매수,0.003482597500578777,453.7591999999993,0.03857094500731792,0.44373098
31475,94218.56377059735,207.64,매수,0.003482597500578777,453.7591999999993,0.01686178094419063,0.4149256
31476,94118.73674659735,207.42,매수,0.003482597500578777,453.7591999999993,-0.05297630318535551,0.4215072
